County,crash_yr,mo,Crash Hr,Vehicles Involved,Crash Severity,Serious Injury Event,No Seat Belt,Truck Involved,Speeding/Too Fast for Conditions,Impaired Driver,Failure to Yield,Snow/Sleet,Rollover,Intersection,Curve,Hill,Lane Departure,LAT,LON
Ramsey,2016,7,12,2,Injury,0,1,0,0,0,0,0,0,1,0,1,0,48.1118,-98.865
McKenzie,2016,7,19,1,Fatal,1,0,1,0,0,0,0,1,1,1,0,1,47.7792,-103.283
McIntosh,2016,7,10,1,Injury,0,0,0,1,0,0,0,0,0,1,0,0,46.201,-99.503
Grand Forks,2016,7,15,2,Injury,0,0,0,0,0,1,0,0,1,0,0,0,47.8895,-97.056
Mercer,2016,7,20,1,Injury,0,.,0,0,0,0,0,0,0,1,0,1,47.2899,-101.363
Cass,2016,7,21,1,Injury,0,0,0,0,0,0,0,0,0,0,0,0,46.7784,-96.799
Pierce,2016,7,18,1,Injury,0,0,0,1,0,0,0,0,1,0,0,1,48.3712,-100.021
Mountrail,2016,7,15,1,Injury,0,0,0,0,0,0,0,1,0,0,0,1,48.1533,-102.154
McHenry,2016,7,4,1,Injury,0,0,0,0,0,0,0,1,0,1,0,1,47.9709,-100.456
Ward,2016,7,4,1,Injury,0,0,0,0,1,0,0,1,0,0,1,1,48.1558,-101.296
Grand Forks,2016,7,5,2,Injury,0,0,0,0,1,0,0,0,0,0,0,0,47.8979,-97.051
Mountrail,2016,7,3,2,Injury,0,0,0,0,1,0,0,0,0,0,0,0,47.9803,-102.521
Mountrail,2016,7,16,1,Fatal,1,1,0,0,0,0,0,1,0,0,1,1,48.323,-102.418
Cass,2016,7,0,1,Injury,0,0,0,0,0,0,0,0,0,1,0,1,46.8344,-96.84
Cass,2016,7,23,1,Injury,0,0,0,0,1,0,0,0,0,1,0,1,46.8544,-96.915
Burleigh,2016,7,7,3,Injury,0,0,0,1,0,0,0,0,0,0,0,0,46.7842,-100.795
Ramsey,2016,7,13,2,Injury,0,0,0,0,0,0,0,0,1,0,0,0,48.1117,-98.854
Cass,2016,7,5,2,Injury,1,0,0,0,0,0,0,0,1,0,0,0,46.8492,-96.862
Slope,2016,7,18,1,Injury,1,0,0,1,0,0,0,1,0,0,0,1,46.372,-103.363
Grand Forks,2016,7,2,1,Injury,0,1,0,1,1,0,0,1,0,0,0,1,47.8897,-97.179
Cass,2016,7,7,2,Injury,0,0,0,0,0,0,0,0,1,0,0,0,46.8718,-96.798
Grand Forks,2016,7,8,3,Injury,0,0,0,0,0,0,0,0,1,0,0,0,47.8968,-97.064
McKenzie,2016,7,8,1,Injury,0,0,1,0,0,0,0,1,1,1,0,1,47.8042,-102.942
Williams,2016,7,9,2,Injury,0,.,0,1,0,0,0,0,0,0,0,0,48.1542,-103.629
Cass,2016,7,13,2,Injury,0,0,0,0,0,0,0,0,1,0,1,0,46.8512,-96.883
Burleigh,2016,7,11,2,Injury,0,0,0,1,0,0,0,0,1,0,0,0,46.8376,-100.794
Ward,2016,7,19,2,Injury,0,0,0,0,0,0,0,0,1,0,0,0,48.2584,-101.307
Cass,2016,7,22,2,Injury,0,0,0,0,0,0,0,0,1,0,0,0,46.8299,-96.862
Grand Forks,2016,7,19,2,Injury,0,.,0,1,0,0,0,0,0,0,0,0,47.9223,-97.075
Stark,2016,7,7,2,Injury,0,0,0,0,0,1,0,0,0,0,0,0,46.8942,-102.789
Ramsey,2016,7,11,2,Injury,0,0,0,0,0,0,0,0,1,0,0,0,48.1117,-98.854
Cass,2016,7,16,2,Injury,0,0,0,0,0,0,0,0,1,1,0,0,46.8039,-96.903
Burleigh,2016,7,13,2,Injury,0,0,0,1,0,0,0,0,1,0,0,0,46.8054,-100.782
Grand Forks,2016,7,16,1,Injury,1,0,1,1,0,0,0,0,0,0,1,1,47.9172,-97.093
Stark,2016,7,18,2,Injury,0,0,1,0,0,0,0,0,1,0,0,0,46.9004,-102.784
Burleigh,2016,7,23,2,Injury,0,0,0,0,0,1,0,0,1,0,0,0,46.8304,-100.786
Morton,2016,7,11,1,Injury,0,0,0,0,0,0,0,0,0,0,0,1,46.8439,-100.88
Barnes,2016,7,14,2,Injury,0,0,0,1,0,0,0,1,0,0,0,1,46.9202,-97.819
Dunn,2016,7,12,1,Injury,0,1,1,0,0,0,0,1,0,0,0,1,47.2561,-102.726
Ward,2016,7,17,1,Injury,0,0,0,1,0,0,0,0,0,1,0,1,48.111,-101.773
Ward,2016,7,0,2,Injury,0,.,0,1,0,0,0,0,0,0,0,0,48.2493,-101.401
McHenry,2016,7,21,1,Injury,0,1,0,0,0,0,0,1,0,0,0,1,47.9146,-100.349
Grand Forks,2016,7,19,2,Injury,0,0,0,0,0,1,0,0,0,0,0,0,47.8895,-97.052
Grand Forks,2016,7,20,2,Injury,0,0,0,0,0,1,0,0,0,0,0,0,47.8974,-97.077
Williams,2016,7,1,1,Injury,0,.,0,0,1,0,0,0,0,1,0,0,48.1542,-103.669
Stutsman,2016,7,3,2,Injury,0,0,1,0,1,0,0,0,1,0,0,0,46.9107,-98.704
Burleigh,2016,7,6,2,Injury,0,1,0,0,0,0,0,1,1,0,0,0,47.1427,-100.285
Burleigh,2016,7,12,3,Injury,0,.,0,1,0,0,0,0,0,0,0,0,46.8165,-100.771
Grand Forks,2016,7,12,2,Injury,0,0,0,0,0,1,0,0,1,0,0,0,47.911,-97.627
Cass,2016,7,7,4,Injury,0,0,0,0,0,0,0,1,0,0,0,1,46.8473,-96.845
Burleigh,2016,7,16,2,Injury,0,.,0,1,0,0,0,0,0,0,0,0,46.8085,-100.784
Ward,2016,7,20,2,Injury,0,0,0,0,0,0,0,0,0,0,0,1,48.2174,-101.297
Dickey,2016,7,13,1,Injury,1,.,1,0,0,0,0,1,0,0,0,1,46.1042,-98.421
Cass,2016,7,12,2,Injury,0,0,0,1,0,0,0,0,1,0,0,0,46.8276,-96.82
Morton,2016,7,17,2,Injury,0,0,0,0,0,0,0,0,0,0,0,0,46.8612,-101.346
Cass,2016,7,0,2,Injury,1,0,1,1,0,0,0,0,0,0,0,0,46.8661,-96.842
Cass,2016,7,12,2,Injury,0,0,0,0,0,0,0,0,1,0,0,0,46.8327,-96.838
Cass,2016,7,13,1,Injury,0,0,1,0,0,0,0,1,0,0,0,1,46.9641,-97.032
Kidder,2016,7,13,1,Injury,0,0,0,1,0,0,0,0,0,0,0,1,46.8803,-99.491
Cass,2016,7,16,2,Injury,0,0,1,1,0,0,0,0,0,0,0,0,46.8659,-96.829
Ward,2016,7,23,2,Injury,0,0,0,1,0,0,0,0,1,0,1,0,48.2023,-101.296
Stark,2016,7,8,1,Injury,0,0,0,0,1,0,0,0,0,0,0,1,46.8908,-103.051
Ward,2016,7,1,2,Injury,0,1,0,0,1,0,0,0,1,0,0,0,48.2332,-101.297
Burleigh,2016,7,9,3,Injury,0,0,0,1,0,0,0,0,1,0,0,0,46.8115,-100.788
Cass,2016,7,15,2,Injury,0,0,0,0,0,0,0,0,1,0,0,0,46.8761,-96.846
Burleigh,2016,7,16,2,Injury,0,1,0,1,0,0,0,0,1,0,0,0,46.8379,-100.732
Cass,2016,7,22,2,Injury,0,0,0,0,0,0,0,0,0,1,0,0,46.8626,-96.926
Cass,2016,7,5,2,Injury,0,0,0,0,0,0,0,0,1,0,0,0,46.8976,-96.798
Morton,2016,7,15,2,Injury,0,1,0,0,1,1,0,0,1,0,0,0,46.8122,-100.839
Cass,2016,7,18,2,Injury,0,0,0,1,0,0,0,0,0,0,0,0,46.877,-96.911
Richland,2016,7,17,2,Injury,0,0,0,0,0,1,0,0,1,0,0,0,46.2622,-96.648
Williams,2016,7,0,2,Injury,0,1,0,1,0,0,0,0,0,0,0,0,48.1456,-103.621
Billings,2016,7,3,1,Injury,1,0,0,1,1,0,0,1,0,1,0,1,46.9897,-103.2
Richland,2016,7,14,1,Injury,1,0,0,0,0,0,0,1,0,0,0,1,46.3069,-96.831
Morton,2016,7,21,2,Injury,0,0,0,0,0,0,0,0,0,0,0,0,46.8195,-100.891
Grand Forks,2016,7,13,2,Injury,0,0,0,1,0,0,0,0,1,0,0,0,47.8894,-97.078
Burleigh,2016,7,14,2,Injury,1,0,0,0,0,0,0,0,1,0,0,0,46.7969,-100.788
Burleigh,2016,7,16,2,Injury,0,0,1,1,0,0,0,0,1,0,0,0,46.7951,-100.788
Burleigh,2016,7,16,2,Injury,0,0,0,0,0,0,0,0,0,0,0,0,46.7951,-100.788
Cass,2016,7,20,3,Injury,0,0,0,0,0,0,0,0,1,0,0,0,46.8616,-96.795
Grand Forks,2016,7,22,3,Injury,0,0,0,0,0,0,0,0,0,0,0,0,47.9257,-97.03
Bottineau,2016,7,21,2,Fatal,1,1,0,0,1,1,0,1,1,0,0,0,48.7773,-100.468
Stutsman,2016,7,16,1,Injury,0,0,0,1,0,0,0,0,0,1,0,1,46.8907,-98.981
Grand Forks,2016,7,1,1,Injury,0,.,0,0,0,0,0,0,0,0,0,1,47.7836,-97.559
Grand Forks,2016,7,9,2,Injury,1,0,0,0,1,0,0,0,1,0,0,0,47.9333,-97.175
Burleigh,2016,7,11,4,Injury,1,0,0,1,0,0,0,0,0,0,0,0,46.8327,-100.795
Bottineau,2016,7,6,1,Injury,0,0,0,1,1,0,0,1,0,0,0,1,48.6992,-101.038
Ward,2016,7,16,2,Injury,0,0,0,0,0,0,0,0,0,0,0,0,48.2584,-101.337
Ward,2016,7,16,1,Fatal,1,0,0,0,0,0,0,0,0,1,0,1,48.2405,-101.298
McLean,2016,7,16,1,Injury,0,0,0,0,0,0,0,0,0,1,0,1,47.5419,-101.228
Cass,2016,7,20,2,Injury,0,0,0,0,0,0,0,0,0,0,0,1,46.8623,-96.883
Kidder,2016,7,23,1,Injury,0,0,0,0,0,0,0,0,0,1,0,0,46.8428,-99.745
Ward,2016,7,11,2,Injury,0,1,0,0,0,1,0,0,1,0,0,0,48.2114,-101.271
Cass,2016,7,16,2,Injury,0,0,0,0,0,1,0,0,1,0,0,0,46.8365,-96.851
McKenzie,2016,7,17,1,Injury,0,1,1,0,0,0,0,1,0,1,0,1,47.7183,-102.944
Ward,2016,7,6,1,Injury,0,0,0,0,0,0,0,0,1,0,0,0,48.1966,-101.144
Richland,2016,7,9,2,Injury,0,0,1,1,0,0,0,0,0,0,0,0,46.6302,-96.953
Grand Forks,2016,7,15,3,Injury,0,0,0,1,0,0,0,0,0,0,0,0,47.9153,-97.045
Burleigh,2016,7,18,2,Injury,1,.,0,0,0,0,0,0,1,0,1,0,46.8345,-100.773
Grand Forks,2016,7,17,2,Injury,0,.,0,0,0,0,0,0,0,0,0,0,47.9332,-97.047
Burleigh,2016,7,21,2,Injury,0,0,0,0,1,0,0,0,0,0,0,0,46.845,-100.773
Stark,2016,7,20,1,Injury,0,0,0,0,0,0,0,1,0,0,1,1,46.8544,-102.541
Burleigh,2016,7,23,2,Injury,0,1,0,0,1,0,0,0,0,0,0,0,46.7948,-100.8
Williams,2016,7,7,1,Injury,0,0,0,0,0,0,0,1,0,1,0,1,48.2262,-103.688
Mercer,2016,7,12,1,Injury,0,0,0,1,0,0,0,0,0,0,0,1,47.2944,-101.621
Ward,2016,7,21,2,Injury,0,0,0,0,0,1,0,0,1,0,0,0,47.9789,-101.294
Cass,2016,7,7,1,Injury,0,0,0,0,0,0,0,0,0,0,0,1,46.8475,-96.809
Burleigh,2016,7,14,2,Injury,0,.,0,1,0,0,0,0,0,0,0,0,46.7985,-100.795
Burleigh,2016,7,0,2,Injury,0,.,0,1,0,0,0,0,0,0,0,0,46.7985,-100.772
Cass,2016,7,12,2,Injury,0,.,0,0,0,1,0,0,1,0,0,0,46.8832,-96.82
Cass,2016,7,17,3,Injury,0,0,0,0,0,0,0,0,0,0,0,0,46.8762,-96.856
Cass,2016,7,16,2,Injury,0,0,0,0,0,0,0,0,1,0,0,0,47.0529,-96.932
Kidder,2016,7,12,1,Injury,0,1,1,0,0,0,0,1,0,0,0,1,46.8931,-99.597
Stutsman,2016,7,14,2,Injury,0,0,1,0,0,0,0,0,1,0,0,0,47.2837,-98.552
Burke,2016,7,0,1,Injury,0,0,0,0,0,0,0,0,0,0,0,1,48.9811,-102.597
Stark,2016,7,7,2,Injury,0,.,0,0,0,0,0,0,1,0,0,0,46.8788,-102.788
Burleigh,2016,7,13,2,Injury,0,0,0,0,0,0,0,0,1,0,0,0,46.8166,-100.786
Burleigh,2016,7,11,2,Injury,0,0,0,0,0,0,0,0,0,0,1,0,46.8292,-100.73
Morton,2016,7,20,2,Injury,0,0,0,0,0,0,0,0,1,0,0,0,46.8279,-100.895
Logan,2016,7,22,1,Injury,0,0,0,0,0,0,0,0,0,0,0,0,46.5921,-99.769
Hettinger,2016,7,18,1,Injury,1,1,0,0,1,0,0,1,0,1,0,1,46.5603,-102.551
Golden Valley,2016,7,18,2,Injury,0,0,1,0,0,0,0,0,0,0,1,0,46.9388,-103.884
Ward,2016,7,23,2,Injury,0,0,0,0,0,1,0,0,1,0,0,0,48.2438,-101.305
Cass,2016,7,16,3,Injury,0,0,0,1,0,0,0,0,1,0,0,0,46.8907,-96.883
Burleigh,2016,7,15,3,Injury,0,0,0,0,0,0,0,0,0,0,1,0,46.8291,-100.73
Ward,2016,7,12,2,Injury,1,1,0,1,0,1,0,0,1,0,0,0,48.2074,-101.21
Cass,2016,7,18,2,Injury,0,0,0,0,0,1,0,0,1,0,0,0,46.8442,-96.883
Burleigh,2016,7,21,1,Injury,0,0,0,0,1,0,0,0,0,1,0,1,46.8541,-100.842
Cass,2016,7,17,2,Injury,0,0,0,0,0,0,0,0,1,0,0,0,46.8038,-96.85
Emmons,2016,7,22,1,Injury,1,1,0,0,0,0,0,0,0,0,0,1,46.1956,-100.524
Ward,2016,7,2,1,Injury,0,.,0,0,1,0,0,1,0,0,1,1,48.1559,-101.296
Stark,2016,7,9,1,Fatal,1,0,1,0,0,0,0,1,0,0,0,1,46.8787,-102.631
Barnes,2016,7,2,2,Injury,1,0,1,0,1,0,0,0,0,0,0,0,46.9201,-97.718
Renville,2016,7,19,1,Injury,1,1,0,1,1,0,0,1,0,1,0,1,48.6186,-101.532
Morton,2016,7,15,2,Fatal,1,1,0,1,0,0,0,0,0,0,0,0,46.8614,-101.295
Grand Forks,2016,7,1,1,Injury,0,0,0,0,0,0,0,0,0,0,0,0,48.06,-97.16
Renville,2016,7,7,2,Injury,0,0,0,0,0,0,0,0,1,0,0,0,48.5897,-101.451
Williams,2016,7,11,2,Injury,0,0,0,0,0,1,0,0,1,0,1,0,48.1401,-103.699
Ward,2016,7,10,2,Injury,0,0,0,0,0,0,0,0,1,0,0,0,48.2106,-101.296
Pierce,2016,7,11,1,Fatal,1,0,0,0,0,0,0,1,1,0,0,1,48.2245,-99.999
Grand Forks,2016,7,16,2,Injury,0,0,0,1,0,1,0,0,1,0,0,0,47.9212,-97.045
Mountrail,2016,7,8,1,Injury,1,1,0,1,0,0,0,1,0,0,0,1,48.5347,-102.582
Cass,2016,7,17,1,Injury,1,1,0,1,0,0,0,1,0,1,0,1,46.8336,-96.842
Ward,2016,7,8,2,Injury,0,0,0,0,0,0,0,0,1,0,0,0,48.2146,-101.296
Stark,2016,7,16,2,Injury,0,0,0,0,0,0,0,0,1,0,0,0,46.9377,-102.786
Grand Forks,2016,7,10,1,Injury,0,.,1,0,1,0,0,1,0,0,0,1,48.0882,-97.169
La Moure,2016,7,12,1,Injury,0,1,0,0,0,0,0,0,0,0,1,1,46.3376,-98.996
Stutsman,2016,7,21,1,Injury,0,1,0,0,0,0,0,0,0,0,0,0,46.9431,-98.701
Burleigh,2016,7,20,2,Injury,0,0,0,0,0,0,0,0,1,0,0,0,46.7936,-100.752
Richland,2016,7,7,2,Injury,1,0,0,0,0,0,0,0,0,0,0,0,46.6302,-96.947
McKenzie,2016,7,1,1,Injury,0,.,0,0,1,0,0,0,0,0,0,1,47.8579,-103.647
Mountrail,2016,7,19,2,Injury,0,0,0,0,0,0,0,0,1,0,0,0,48.4016,-102.864
Sioux,2016,7,23,1,Injury,1,1,0,0,0,0,0,0,0,0,0,0,46.1219,-100.68
Cass,2016,7,0,1,Injury,1,1,0,0,1,0,0,0,1,1,0,1,46.8693,-96.907
Burleigh,2016,7,7,1,Injury,0,0,0,1,0,0,0,0,0,0,0,1,46.9979,-100.792
Cass,2016,7,15,2,Injury,0,0,0,0,0,0,0,0,1,0,0,0,46.8907,-96.798
Burleigh,2016,7,14,2,Fatal,1,1,0,0,0,1,0,0,1,0,0,0,46.7902,-100.795
Grand Forks,2016,7,20,2,Injury,0,.,0,0,0,0,0,0,0,0,0,0,47.933,-97.051
Renville,2016,7,0,1,Injury,0,0,0,1,0,0,0,0,0,1,0,0,48.6186,-101.534
Eddy,2016,7,18,2,Injury,0,1,0,0,0,1,0,0,1,0,0,0,47.6821,-99.129
Ward,2016,7,18,2,Fatal,1,1,0,0,0,1,0,0,1,0,1,0,48.2502,-101.372
Stutsman,2016,7,7,2,Injury,0,0,0,1,0,0,0,0,0,0,0,0,46.9064,-98.699
Cass,2016,7,10,2,Injury,0,0,0,0,0,0,0,0,1,0,0,0,46.8904,-96.794
Grand Forks,2016,7,11,2,Injury,0,0,0,0,0,1,0,0,1,0,0,0,47.9161,-97.051
Cass,2016,7,13,2,Injury,0,0,0,0,0,0,0,0,0,0,0,0,46.8792,-96.788
Burleigh,2016,7,16,2,Injury,0,1,0,1,0,1,0,0,1,0,0,0,46.838,-100.771
Ward,2016,7,10,2,Injury,0,0,0,0,0,1,0,0,0,0,0,0,48.2117,-101.296
Burleigh,2016,7,13,2,Injury,0,0,0,0,0,0,0,0,1,0,0,0,46.809,-100.809
Cass,2016,7,17,3,Injury,0,0,0,0,0,0,0,0,1,0,0,0,46.8528,-96.862
Mercer,2016,7,16,2,Injury,1,1,0,0,0,1,0,0,0,0,0,0,47.2844,-101.343
Ward,2016,7,20,3,Injury,0,0,0,1,0,0,0,1,1,0,0,0,48.2545,-101.34
Cass,2016,7,19,2,Injury,0,0,0,0,0,0,0,0,1,0,0,0,46.8759,-96.82
Mercer,2016,7,17,2,Injury,0,.,0,1,0,0,0,0,0,0,0,0,47.3475,-101.829
McKenzie,2016,7,21,2,Injury,1,0,0,0,0,1,0,1,1,0,0,1,47.9206,-104.031
Ward,2016,7,17,1,Injury,0,0,0,1,0,0,0,1,0,0,0,1,48.3991,-101.256
Stark,2016,7,18,3,Injury,0,0,0,0,0,1,0,0,1,0,1,0,46.8942,-102.79
Ward,2016,7,16,2,Injury,0,0,0,0,1,0,0,1,0,0,0,1,48.3922,-101.299
Williams,2016,7,3,1,Injury,1,0,0,0,1,0,0,1,0,0,0,1,48.3422,-103.586
McKenzie,2016,7,9,1,Injury,0,0,0,1,0,0,0,1,0,0,0,1,47.9017,-103.085
Kidder,2016,7,15,2,Injury,1,1,1,1,1,0,0,1,0,0,0,0,46.8791,-99.54
Mountrail,2016,7,12,1,Injury,0,.,0,0,0,0,0,0,1,0,0,0,48.2548,-102.138
Ward,2016,7,13,2,Injury,0,.,0,0,0,1,0,0,0,0,0,0,48.2293,-101.253
Burleigh,2016,7,10,1,Injury,0,1,0,0,0,0,0,0,1,0,1,0,46.8237,-100.774
Burleigh,2016,7,12,2,Injury,0,1,0,1,1,0,0,0,0,0,0,1,46.7851,-100.784
Burleigh,2016,7,14,2,Injury,0,0,0,0,0,0,0,0,1,0,0,0,46.7833,-100.769
Cass,2016,7,17,2,Injury,0,0,0,0,0,0,0,0,0,0,0,0,46.836,-96.906
Richland,2016,7,17,2,Injury,0,1,0,0,0,0,0,0,1,0,0,0,46.2766,-96.61
Cass,2016,7,20,2,Injury,0,0,0,0,0,0,0,0,0,0,0,0,46.8455,-96.82
Cass,2016,7,14,2,Injury,0,0,0,0,0,1,0,0,1,0,0,0,46.8327,-96.799
Grant,2016,7,10,1,Injury,0,0,0,1,0,0,0,1,0,0,0,1,46.4013,-101.802
Morton,2016,7,11,1,Injury,0,0,0,1,0,0,0,0,0,0,0,0,46.842,-101.407
Burleigh,2016,7,11,1,Injury,0,0,0,1,0,0,0,1,0,0,1,1,46.9341,-100.773
Cass,2016,7,22,1,Fatal,1,1,0,0,1,0,0,0,0,0,0,1,46.7064,-96.83
Ramsey,2016,7,5,1,Injury,0,1,0,1,0,0,0,0,0,0,0,1,48.0385,-98.894
Cass,2016,7,12,2,Injury,0,1,0,0,0,0,0,0,0,0,0,0,46.8833,-96.825
Ward,2016,7,11,3,Injury,0,0,0,0,0,1,0,0,1,0,0,1,48.2327,-101.288
Grand Forks,2016,7,17,2,Injury,0,1,0,0,0,0,0,0,1,0,0,0,47.9183,-97.088
Richland,2016,7,19,1,Injury,0,0,0,0,0,0,0,0,0,0,0,1,46.1156,-96.596
Cass,2016,7,5,3,Injury,0,.,0,0,1,0,0,0,0,0,0,0,46.8836,-96.788
Grand Forks,2016,7,17,2,Injury,0,0,0,0,0,1,0,0,1,0,0,0,47.9223,-97.063
Stutsman,2016,7,21,2,Injury,0,1,0,0,0,0,0,0,0,0,0,0,46.9171,-98.703
Ramsey,2016,7,16,4,Injury,0,0,0,0,0,0,0,0,1,0,0,0,48.0899,-98.876
Burleigh,2016,7,13,2,Injury,0,0,0,0,0,0,0,0,1,0,0,0,46.8117,-100.783
Ward,2016,7,16,2,Injury,0,0,0,0,0,0,0,0,1,0,0,0,48.2325,-101.296
Cass,2016,7,10,2,Injury,1,0,0,0,0,0,0,1,1,0,0,1,46.8615,-96.828
McKenzie,2016,7,6,1,Injury,0,0,1,1,0,0,0,1,0,0,0,1,47.9742,-102.713
Grand Forks,2016,7,13,2,Injury,0,1,0,1,0,0,0,0,0,0,0,0,47.9463,-97.067
Grand Forks,2016,7,14,2,Injury,0,0,0,0,0,0,0,0,1,0,0,0,47.927,-97.038
Burleigh,2016,7,14,2,Injury,0,0,0,1,1,0,0,0,1,0,0,0,46.8169,-100.777
Ramsey,2016,7,17,2,Injury,0,1,0,0,0,1,0,0,1,0,0,0,48.0502,-98.746
Billings,2016,7,17,1,Injury,0,1,0,0,0,0,0,1,0,0,1,1,46.9663,-103.411
Grand Forks,2016,7,12,2,Injury,0,0,0,0,0,0,0,0,0,0,0,0,47.9154,-97.066
Cass,2016,7,15,2,Injury,0,1,0,0,0,1,0,0,1,0,0,0,46.8608,-96.87
Grand Forks,2016,7,4,1,Injury,0,0,0,0,0,0,0,1,0,0,0,1,47.8896,-97.118
Pembina,2016,7,7,2,Injury,0,0,0,0,0,1,0,0,1,0,0,0,48.8335,-97.622
Grand Forks,2016,7,12,2,Injury,0,0,0,0,0,0,0,0,1,0,0,0,47.9165,-97.045
Grand Forks,2016,7,11,4,Injury,0,0,0,1,0,0,0,0,0,0,0,0,47.8896,-97.05
Ward,2016,7,12,2,Injury,0,0,0,0,0,0,0,0,0,0,0,0,48.216,-101.296
Ward,2016,7,18,2,Injury,0,0,0,0,0,0,0,0,0,0,0,0,48.2326,-101.289
Grand Forks,2016,7,20,2,Injury,0,0,0,1,0,0,0,0,1,0,0,0,47.9293,-97.047
Grand Forks,2016,7,22,2,Injury,0,0,0,1,0,0,0,0,0,0,0,0,47.9222,-97.047
Burleigh,2016,7,19,3,Injury,0,0,0,1,0,0,0,0,0,0,0,0,46.795,-100.782
Williams,2016,7,17,2,Injury,0,0,0,1,0,0,0,0,0,0,0,0,48.1782,-103.18
Cass,2016,7,8,5,Injury,1,1,0,1,1,0,0,0,1,0,0,0,46.8663,-96.883
Ward,2016,7,10,2,Injury,0,0,0,0,0,0,0,0,1,0,0,0,48.2584,-101.308
Grand Forks,2016,7,14,1,Injury,0,0,0,1,0,0,0,0,0,0,0,1,47.914,-97.045
Ward,2016,7,13,2,Injury,1,1,0,0,0,0,0,0,1,0,1,0,48.2131,-101.327
Richland,2016,7,16,3,Injury,0,.,0,0,0,0,0,0,0,0,0,0,46.2782,-96.598
Stutsman,2016,7,14,2,Injury,0,0,0,0,0,0,0,0,0,0,0,0,46.896,-98.712
Dunn,2016,7,5,2,Injury,0,0,1,0,0,1,0,1,1,0,0,1,47.4426,-102.293
Richland,2016,7,19,2,Injury,0,.,0,0,1,0,0,0,1,0,0,0,46.4276,-96.736
Cass,2016,7,17,2,Injury,0,0,0,0,0,0,0,0,0,0,0,0,46.8755,-96.884
Cass,2016,7,17,2,Injury,0,0,0,1,0,0,0,0,0,0,0,0,46.8641,-96.862
Slope,2016,7,11,1,Injury,0,1,0,1,0,0,0,1,0,0,1,1,46.5374,-103.196
Cass,2016,7,14,3,Injury,0,0,0,0,0,0,0,0,0,0,0,0,46.8334,-96.862
Cass,2016,7,0,1,Injury,0,0,0,1,1,0,0,0,0,0,0,1,46.8819,-96.878
Cass,2016,7,19,1,Injury,0,0,0,0,0,0,0,1,0,0,0,1,46.7755,-96.926
Cass,2016,7,13,2,Injury,0,1,0,0,0,0,0,0,0,0,0,0,46.9156,-96.793
Grand Forks,2016,7,14,4,Injury,0,0,0,0,0,0,0,0,0,0,0,0,47.9264,-97.029
Burleigh,2016,7,16,2,Injury,0,0,0,1,0,0,0,0,1,0,0,0,46.8419,-100.773
Cass,2016,7,18,1,Fatal,1,0,0,0,1,0,0,1,0,1,0,1,46.907,-96.827
Cass,2016,7,17,1,Injury,1,0,0,0,0,0,0,0,1,0,0,0,46.9336,-96.794
Mercer,2016,7,2,1,Injury,0,0,0,0,0,0,0,1,0,1,0,1,47.2872,-101.623
Mercer,2016,7,9,2,Fatal,1,1,0,0,0,1,0,1,1,0,0,1,47.473,-101.632
Mercer,2016,7,7,1,Injury,0,0,0,1,1,0,0,0,0,0,0,1,47.3003,-101.612
Burleigh,2016,8,6,2,Injury,0,0,0,1,0,1,0,0,1,0,0,0,46.8085,-100.782
Ward,2016,8,17,2,Injury,0,0,0,1,0,0,0,0,0,0,0,0,48.2095,-101.318
Adams,2016,8,7,2,Injury,0,0,1,0,0,0,0,0,0,0,0,0,46.2775,-102.864
Morton,2016,8,11,1,Injury,1,0,0,1,0,0,0,0,0,1,0,1,46.8218,-100.843
Richland,2016,8,12,2,Injury,1,0,0,0,0,1,0,0,0,0,0,0,45.9448,-96.838
McKenzie,2016,8,1,1,Injury,0,.,0,1,1,0,0,0,0,0,0,1,47.7325,-103.498
Hettinger,2016,8,13,1,Injury,0,0,1,1,0,0,0,1,0,0,0,1,46.3704,-102.186
Eddy,2016,8,5,1,Injury,0,1,0,0,1,0,0,0,0,1,0,1,47.6724,-98.5
Cass,2016,8,11,3,Injury,0,0,0,0,0,0,0,0,1,0,0,0,46.8737,-96.794
Ward,2016,8,15,2,Injury,1,0,0,1,0,0,0,0,1,0,0,0,48.2602,-101.296
Dickey,2016,8,17,2,Injury,0,.,0,0,0,0,0,0,0,0,0,0,46.1423,-98.091
Grand Forks,2016,8,2,1,Injury,0,.,0,0,1,0,0,0,0,0,0,1,47.9331,-97.075
Stark,2016,8,20,1,Injury,0,0,0,0,0,0,0,0,0,0,0,0,46.7269,-102.56
Dunn,2016,8,16,2,Injury,0,0,0,1,0,0,0,0,0,0,1,0,47.3577,-103.002
Williams,2016,8,20,2,Injury,0,1,0,0,0,1,0,0,1,0,0,0,48.1404,-103.723
Morton,2016,8,17,2,Injury,0,.,0,1,0,0,0,0,0,0,0,0,46.8043,-100.838
Pierce,2016,8,8,1,Injury,0,0,0,1,0,0,0,1,0,0,0,1,48.4912,-99.517
Cass,2016,8,8,2,Injury,0,0,0,0,0,0,0,0,1,0,0,0,46.7174,-97.01
Emmons,2016,8,6,2,Injury,0,0,0,1,0,0,0,0,1,0,0,0,46.2579,-100.233
Grand Forks,2016,8,1,1,Injury,0,0,1,1,0,0,0,1,0,1,0,1,47.917,-97.095
Dickey,2016,8,17,2,Injury,0,0,0,0,0,0,0,0,0,0,0,0,46.1423,-98.091
